hujan_mm,irigasi_mm,irigasi_pl_mm,etc_mm,perkolasi_mm,limpasan_mm,wlr_mm,masuk_mm,keluar_mm,tma_rata,tma_min,hari_kering,hari_diairi,hari_limpas,di,rezim,bulan,tahun_tanam
98.8,741.6493065874615,273.4713393300611,534.8187895616264,156.95999999999998,0.0,0.0,840.4493065874615,691.7787895616264,-10.708789307434044,-35.12862987358791,89,49,0,DI Citameng I,SRI,6,2019
483.0,382.14741163145345,192.15222953105672,469.1196789099871,166.55999999999997,60.12439874475282,0.0,865.1474116314535,695.8040776547399,0.7168358817901742,-34.107665780761536,59,32,8,DI Citameng I,SRI,6,2020
651.2,372.0121787754499,238.8365644734718,468.16834067262573,165.59999999999997,229.3006751821564,0.0,1023.21217877545,863.0690158547822,2.1648596208525333,-28.58887893961989,66,31,18,DI Citameng I,SRI,6,2021
517.2,363.49661500339585,237.13694252011308,472.2333169901708,173.76,48.99881317272607,0.0,880.6966150033959,694.9921301628968,5.946022281859314,-30.891362795933766,55,32,8,DI Citameng I,SRI,6,2022
325.29999999999995,567.8808608913071,237.6129067717644,506.3182177108997,162.71999999999997,58.338353311502374,0.0,893.180860891307,727.3765710224021,-4.3672719744514685,-32.84193051220157,71,36,7,DI Citameng I,SRI,6,2023
319.1,533.7878191187147,281.42937259623443,521.1852474607782,161.28,12.149609348247855,0.0,852.8878191187147,694.614856809026,-4.993350692916704,-30.045272910445092,78,37,4,DI Citameng I,SRI,6,2024
129.5,892.7966980368312,307.8718512414648,567.0792517374033,280.0,4.167335232189089,100.0,1022.2966980368312,851.2465869695924,6.910591716392957,-6.647998915081628,10,103,1,DI Citameng I,FL,7,2015
1211.6000000000001,403.29088427361415,258.5456381193944,452.7275840114055,280.0,673.0295633728211,100.0,1614.8908842736143,1405.7571473842268,33.87381372668796,6.671346177775615,0,63,39,DI Citameng I,FL,7,2016
349.3,702.5063477140167,275.0865427814368,510.19088716491444,280.0,65.7603566950435,100.0,1051.8063477140167,855.9512438599579,15.416487560631397,-0.01712961920153777,1,90,5,DI Citameng I,FL,7,2017
100.5,916.0625371328321,299.13185657881417,562.1890731951049,280.0,0.0,100.0,1016.5625371328321,842.1890731951049,6.7707101417580375,-4.655476928075149,12,106,0,DI Citameng I,FL,7,2018
65.5,984.8285984525804,338.6963867918065,600.2755325739929,280.0,0.0,100.0,1050.3285984525805,880.2755325739929,6.361651190891881,-5.924800362302514,12,105,0,DI Citameng I,FL,7,2019
480.0,539.8321341275292,222.5489371369499,512.3702336016773,280.0,51.75853441187293,100.0,1019.8321341275292,844.1287680135503,13.05558241424699,-4.107953606634744,3,73,4,DI Citameng I,FL,7,2020
533.9000000000001,516.4025984291314,187.11648155476456,506.52915367718856,280.0,88.74305488572702,100.0,1050.3025984291316,875.2722085629156,13.805003689281621,-6.631536764361318,9,75,8,DI Citameng I,FL,7,2021
602.8,484.3537056615531,199.68975321220583,496.553033161744,280.0,109.40730667416847,100.0,1087.153705661553,885.9603398359125,16.782030191569326,0.06701548373674893,0,75,12,DI Citameng I,FL,7,2022
183.2,854.2155175903979,274.99155747035445,576.434513752496,280.0,8.150423662538438,100.0,1037.415517590398,864.5849374150343,8.377876794953321,-5.393932665232554,13,99,1,DI Citameng I,FL,7,2023
